Id	MealEntryNumber	MealId	FoodId	Calories
5105	3	4388	13	45
5106	1	4389	17	228
5107	2	4389	7	200
5108	3	4389	9	210
5109	1	4390	11	40
5110	2	4390	25	160
5111	3	4390	6	158
5112	4	4390	14	86
5113	1	4391	18	284
5114	2	4391	19	100
5115	3	4391	8	100
5116	4	4391	21	140
5117	5	4391	8	100
5118	6	4391	11	40
5119	1	4392	25	160
5120	2	4392	17	130
5121	3	4392	11	40
5122	4	4392	19	100
5123	5	4392	21	70
5124	6	4392	22	180
5125	1	4393	11	80
5126	2	4393	23	80
5127	3	4393	13	180
5128	1	4394	17	191
5129	2	4394	7	200
5130	3	4394	9	210
5131	4	4394	11	40
5132	5	4394	17	196
5133	1	4395	6	164
5134	2	4395	19	100
5135	3	4395	25	160
5136	4	4395	11	40
5137	5	4395	23	80
5138	6	4395	8	100
5139	7	4395	11	40
5140	8	4395	21	140
5141	9	4395	19	100
5142	10	4395	11	40
5143	11	4395	17	186
5144	12	4395	25	160
5145	1	4396	11	80
5146	2	4396	23	80
5147	3	4396	17	158
5148	4	4396	18	258
5149	1	4397	7	200
5150	2	4397	9	210
5151	3	4397	6	120
5152	4	4397	6	45
5153	5	4397	14	112
5154	6	4397	11	40
5155	7	4397	19	100
5156	1	4398	25	160
5157	2	4398	21	140
5158	3	4398	8	100
5159	4	4398	11	40
5160	5	4398	13	90
5161	6	4398	17	130
5162	7	4398	11	40
5163	8	4398	19	100
5164	9	4398	18	150
5165	10	4398	8	100
5173	1	4400	23	80
5174	2	4400	11	80
5175	1	4401	12	35
5176	2	4401	21	140
5177	3	4401	8	100
5178	4	4401	11	40
5179	1	4402	17	172
5180	2	4402	7	200
5181	3	4402	9	200
5182	4	4402	9	150
5183	5	4402	9	190
5184	6	4402	25	160
5185	7	4402	19	100
5186	8	4402	6	149
5187	1	4404	9	190
5188	2	4404	11	40
5189	3	4404	11	40
5190	4	4404	8	100
5191	5	4404	9	150
5192	6	4404	25	80
5193	7	4404	17	130
5194	1	4405	11	80
5195	2	4405	23	80
5196	3	4405	13	90
5197	1	4406	18	209
5198	2	4406	11	40
5199	3	4406	7	200
5200	4	4406	9	245
5201	5	4406	19	100
5202	1	4408	11	40
5203	2	4408	9	190
5204	3	4408	6	126
5205	4	4408	17	186
5206	5	4408	20	150
5207	6	4408	25	166
5208	7	4408	9	150
5209	8	4408	8	100
5210	1	4409	9	200
5211	2	4409	11	40
5212	3	4409	18	188
5213	4	4409	19	100
5214	5	4409	9	190
5215	6	4409	11	40
5216	7	4409	17	154
5217	8	4409	9	245
5218	1	4411	11	80
5219	2	4411	23	80
5220	3	4411	13	90
5221	1	4412	17	172
5222	2	4412	9	150
5223	3	4412	7	200
5224	4	4412	9	210
5225	1	4413	18	204
5226	2	4413	8	100
5227	3	4413	6	138
5228	4	4413	11	40
5229	5	4413	9	199
5230	6	4413	9	245
5231	1	4415	11	40
5232	2	4415	25	160
5233	3	4415	9	150
5234	1	4416	11	80
5235	2	4416	23	80
5236	3	4416	17	182
5237	4	4416	9	190
5238	5	4416	6	125
5239	6	4416	9	200
5240	7	4416	18	231
5241	8	4416	11	40
5242	1	4417	7	200
5243	2	4417	9	210
5244	3	4417	9	245
5245	4	4417	11	40
5246	5	4417	11	40
5247	6	4417	8	100
5248	7	4417	17	130
5249	8	4417	19	100
5253	1	4419	11	80
5254	2	4419	23	80
5255	3	4419	13	90
5256	1	4420	17	200
5257	2	4420	11	40
5258	3	4420	9	190
5259	4	4420	18	209
5260	5	4420	13	90
5261	1	4421	9	190
5262	2	4421	11	40
5263	3	4421	25	126
5264	4	4421	6	120
5265	5	4421	17	209
5266	6	4421	9	180
5267	7	4421	21	140
5268	8	4421	9	390
5269	9	4421	11	40
5270	10	4421	19	100
5271	11	4421	9	180
5274	1	4423	11	80
5275	2	4423	13	180
5276	1	4424	17	209
5277	2	4424	9	180
5278	3	4424	25	160
5279	4	4424	18	188
5280	5	4424	19	100
5281	1	4425	7	200
5282	2	4425	9	210
5283	3	4425	21	70
5284	4	4425	17	177
5285	5	4425	9	180
5286	6	4425	25	144
5287	1	4426	17	144
5288	2	4426	19	100
5289	1	4427	17	191
5290	2	4427	21	140
5291	3	4427	13	90
5292	1	4428	9	190
5293	2	4428	11	40
5294	3	4428	8	100
5295	4	4428	19	80
5296	5	4428	9	180
5297	6	4428	25	136
5298	1	4429	18	167
5299	2	4429	11	40
5300	3	4429	6	159
5301	4	4429	9	190
5302	5	4429	17	228
5303	6	4429	7	200
5304	7	4429	9	210
5305	8	4429	9	180
5306	9	4429	23	40
5307	10	4429	11	40
5308	1	4430	25	158
5309	2	4430	9	190
5322	1	4434	11	80
5323	2	4434	13	180
5324	1	4435	12	35
5325	2	4435	25	112
5326	3	4435	7	200
5327	1	4436	18	279
5328	2	4436	11	40
5329	3	4436	24	143
5330	1	4437	6	72
5331	2	4437	11	40
5332	3	4437	6	250
5333	4	4437	25	155
5334	5	4437	11	40
5335	6	4437	19	80
5336	1	4438	17	140
5337	2	4438	24	108
5338	3	4438	11	40
5339	1	4439	11	80
5340	2	4439	23	80
5341	3	4439	13	180
5342	4	4439	24	110
5343	1	4440	17	196
5344	2	4440	25	168
5345	3	4440	18	263
5346	4	4440	11	40
5347	5	4440	6	191
5348	6	4440	17	196
5349	7	4440	19	100
5350	1	4441	24	154
5351	2	4441	11	80
5352	3	4441	19	80
5353	4	4441	18	172
5354	5	4441	25	160
5355	6	4441	8	100
5404	1	4452	8	100
5405	2	4452	11	80
5406	3	4452	9	210
5407	1	4453	7	280
5408	2	4453	9	210
5409	3	4453	12	35
5410	4	4453	17	200
5411	5	4453	9	210
5412	6	4453	25	155
5413	7	4453	11	40
5414	1	4455	6	180
5415	2	4455	11	40
5416	3	4455	18	188
5417	4	4455	9	126
5418	5	4455	24	125
5419	1	4456	8	100
5420	2	4456	11	80
5421	1	4457	7	280
5422	2	4457	9	210
5423	3	4457	12	35
5424	4	4457	17	186
5425	5	4457	19	80
5426	1	4458	9	210
5427	2	4458	18	220
5428	3	4458	6	213
5429	4	4458	24	122
5430	5	4458	25	114
5431	6	4458	9	137
5432	1	4459	18	150
5433	2	4459	25	80
5434	3	4459	24	111
5435	4	4459	11	40
5448	1	4462	11	80
5449	2	4462	8	100
5450	3	4462	13	180
5451	1	4463	7	280
5452	2	4463	12	35
5453	3	4463	9	210
5454	4	4463	11	40
5455	5	4463	8	100
5456	1	4464	6	63
5457	2	4464	18	215
5458	3	4464	17	196
5459	4	4464	19	80
5460	5	4464	9	210
5461	6	4464	7	280
5462	7	4464	25	160
5463	1	4465	25	80
5464	2	4465	11	40
5465	3	4465	9	210
5466	4	4465	17	130
5467	5	4465	17	117
5468	6	4465	13	50
5472	1	4467	8	100
5473	2	4467	11	80
5474	3	4467	9	210
5475	1	4468	12	35
5476	2	4468	7	280
5477	3	4468	9	210
5478	4	4468	17	196
5479	5	4468	9	210
5480	6	4468	11	40
5481	1	4469	11	40
5482	2	4469	6	123
5483	3	4469	6	380
5484	1	4470	25	160
5485	2	4470	8	100
5492	1	4473	11	40
5493	2	4473	18	258
5494	3	4473	9	210
5495	4	4473	7	280
5496	5	4473	9	210
5497	6	4473	19	80
5498	1	4474	6	90
5499	2	4474	6	360
5500	3	4474	25	160
5501	4	4474	9	210
5502	5	4474	11	40
5503	6	4474	8	100
5504	1	4475	8	100
5505	2	4475	11	80
5506	3	4475	13	180
5507	1	4476	12	35
5508	2	4476	7	280
5509	3	4476	9	210
5510	4	4476	18	268
5511	5	4476	9	210
5512	1	4477	17	233
5513	2	4477	6	188
5514	3	4477	25	160
5515	1	4478	25	160
5516	2	4478	8	100
5517	3	4478	9	210
5518	1	4479	11	80
5519	2	4479	13	180
5520	3	4479	7	280
5521	4	4479	9	210
5522	1	4480	17	233
5523	2	4480	18	268
5524	3	4480	11	40
5525	1	4481	6	350
5526	2	4481	6	180
5527	3	4481	19	80
5528	4	4481	25	160
5529	1	4482	8	100
5530	2	4482	11	40
5531	3	4482	9	210
5532	1	4484	25	160
5533	2	4484	9	210
5534	1	4485	11	80
5535	2	4485	13	180
5536	3	4485	8	100
5537	1	4486	12	35
5538	2	4486	7	280
5539	3	4486	9	210
5540	4	4486	17	233
5541	5	4486	9	210
5542	6	4486	25	160
5543	1	4487	6	165
5544	2	4487	6	420
5545	3	4487	9	210
5546	4	4487	19	80
5547	5	4487	8	100
5548	6	4487	17	140
5555	1	4490	11	40
5556	2	4490	18	177
5557	3	4490	12	35
5558	4	4490	9	210
5559	5	4490	7	280
5560	6	4490	9	235
5561	1	4491	11	40
5562	2	4491	6	207
5563	3	4491	9	290
5564	4	4491	24	179
5565	5	4491	9	210
5566	6	4491	11	40
5567	7	4491	8	100
5568	1	4492	19	80
5569	2	4492	9	210
5570	3	4492	11	40
5571	4	4492	11	40
5572	5	4492	13	180
5573	1	4493	11	80
5574	2	4493	8	100
5575	3	4493	13	180
5576	1	4494	12	35
5577	2	4494	7	280
5578	3	4494	9	210
5579	4	4494	9	235
5580	5	4494	11	40
5581	1	4495	6	141
5582	2	4495	17	242
5583	3	4495	25	160
5584	4	4495	9	210
5585	1	4496	19	80
5586	2	4496	8	100
5587	3	4496	18	150
5588	4	4496	9	210
5589	5	4496	25	160
5590	6	4496	8	100
5591	7	4496	11	40
5592	1	4497	11	80
5593	2	4497	8	100
5594	3	4497	13	180
5595	1	4498	12	35
5596	2	4498	7	280
5597	3	4498	9	210
5598	4	4498	17	233
5599	5	4498	9	210
5600	6	4498	18	268
5601	7	4498	7	280
5602	8	4498	8	100
5603	9	4498	25	160
5604	10	4498	11	40
5605	11	4498	9	210
5610	1	4500	17	214
5611	2	4500	9	210
5612	3	4500	11	40
5613	1	4501	7	280
5614	2	4501	9	210
5615	3	4501	25	160
5616	4	4501	11	40
5617	5	4501	6	210
5618	6	4501	18	258
5619	1	4502	7	280
5620	2	4502	12	35
5621	3	4502	25	110
5622	4	4502	8	100
5623	1	4503	8	100
5624	2	4503	11	40
5625	3	4503	24	108
5626	4	4503	17	130
5627	1	4504	11	40
5628	2	4504	17	186
5629	3	4504	25	134
5630	4	4504	7	280
5631	5	4504	9	210
5632	6	4504	18	209
5633	7	4504	11	40
5634	8	4504	19	100
5635	9	4504	8	100
5636	10	4504	6	189
5637	11	4504	6	370
5638	1	4505	9	210
5639	2	4505	17	154
5640	3	4505	18	215
5641	4	4505	25	160
5642	5	4505	9	210
5643	6	4505	11	40
5644	7	4505	24	100
5645	8	4505	25	107
5646	9	4505	11	40
5647	10	4505	9	210
5648	11	4505	17	130
5649	1	4506	8	160
5650	2	4506	11	80
5651	3	4506	13	180
5652	1	4507	12	35
5653	2	4507	11	40
5654	1	4508	9	210
5655	2	4508	7	280
5656	3	4508	17	196
5657	4	4508	6	159
5658	5	4508	9	210
5659	6	4508	25	147
5660	1	4509	8	700
5661	1	4510	8	160
5662	2	4510	11	80
5663	3	4510	13	180
5664	1	4511	12	35
5665	2	4511	7	280
5666	3	4511	9	210
5667	4	4511	25	160
5668	1	4512	17	205
5669	2	4512	18	177
5670	3	4512	6	113
5671	4	4512	6	290
5672	5	4512	9	210
5673	6	4512	11	40
5674	1	4513	25	107
5675	2	4513	18	150
5676	3	4513	19	80
5677	1	4514	11	40
5678	2	4514	17	205
5679	3	4514	9	210
5680	4	4514	13	180
5681	5	4514	7	280
5682	6	4514	9	210
5683	1	4515	17	251
5684	2	4515	6	400
5685	3	4515	19	80
5686	4	4515	24	125
5687	5	4515	18	236
5688	6	4515	11	40
5689	1	4517	25	107
5690	2	4517	8	100
5698	1	4520	13	180
5699	2	4520	11	80
5700	3	4520	8	160
5701	1	4521	12	35
5702	2	4521	7	280
5703	3	4521	9	210
5704	4	4521	17	205
5705	5	4521	9	210
5706	1	4522	6	480
5707	2	4522	19	80
5708	3	4522	11	40
5709	4	4522	9	210
5710	5	4522	25	91
5711	1	4523	11	80
5712	2	4523	13	180
5713	3	4523	8	160
5714	1	4524	12	35
5715	2	4524	7	280
5716	3	4524	9	210
5717	4	4524	17	200
5718	1	4525	18	225
5719	2	4525	6	180
5720	3	4525	25	184
5721	4	4525	9	210
5722	5	4525	19	80
5723	6	4525	24	125
5724	7	4525	11	40
5725	8	4525	25	110
5726	9	4525	8	100
5727	10	4525	11	40
5728	11	4525	17	130
5729	12	4525	9	210
5736	1	4527	17	168
5737	2	4527	9	210
5738	3	4527	25	160
5739	4	4527	19	80
5740	5	4527	18	215
5741	6	4527	11	40
5742	7	4527	25	160
5743	8	4527	7	280
5744	9	4527	9	210
5745	1	4528	9	1550
5865	1	4560	7	170
5866	2	4560	9	210
5867	1	4561	11	80
5868	2	4561	23	80
5869	3	4561	8	100
5870	4	4561	13	180
5871	5	4561	13	120
5872	1	4562	9	400
5873	1	4563	11	40
5874	2	4563	25	155
5875	3	4563	11	40
5876	4	4563	13	120
5877	1	4564	6	143
5878	2	4564	12	140
5879	3	4564	7	180
5880	1	4565	11	40
5881	2	4565	25	91
5882	1	4566	7	174
5883	2	4566	9	210
5884	1	4567	11	120
5885	2	4567	13	180
5886	3	4567	13	130
5887	4	4567	8	100
5888	5	4567	9	400
5889	1	4568	25	110
5890	2	4568	7	180
5891	3	4568	9	210
5892	4	4568	11	40
5893	1	4569	16	108
5894	2	4569	6	135
5895	3	4569	19	80
5896	4	4569	25	90
5897	1	4570	7	180
5898	2	4570	11	80
5899	3	4570	25	91
5900	1	4571	7	180
5901	2	4571	9	210
5902	1	4572	11	40
5903	2	4572	13	180
5904	3	4572	25	100
5905	4	4572	9	120
5906	5	4572	7	140
5907	6	4572	13	130
5908	1	4573	6	99
5909	2	4573	16	74
5910	3	4573	19	80
5911	4	4573	8	100
5912	5	4573	11	40
5913	6	4573	11	40
5914	7	4573	25	111
5915	1	4574	7	180
5916	2	4574	9	210
5917	1	4575	11	40
5918	2	4575	25	88
5919	1	4576	7	180
5920	2	4576	9	210
5921	1	4577	11	120
5922	2	4577	13	180
5923	3	4577	13	130
5924	1	4578	9	400
5925	1	4579	25	116
5926	2	4579	7	180
5927	3	4579	9	210
5928	1	4580	13	130
5929	2	4580	11	40
5930	3	4580	6	171
5931	4	4580	16	61
5932	5	4580	7	180
5933	1	4581	11	40
5934	2	4581	25	112
5935	1	4582	7	180
5936	2	4582	9	210
5937	1	4583	11	120
5938	2	4583	8	100
5939	3	4583	13	180
5940	4	4583	13	130
5941	1	4584	9	400
5942	2	4584	11	80
5943	3	4584	13	130
5944	1	4585	9	210
5945	2	4585	7	180
5946	3	4585	25	112
5947	4	4585	6	138
5948	5	4585	12	18
5949	6	4585	7	180
5950	1	4586	11	80
5951	2	4586	25	83
5952	1	4587	7	180
5953	2	4587	9	210
5954	1	4588	9	120
5955	2	4588	7	140
5956	3	4588	11	80
5957	4	4588	25	56
5958	1	4589	11	40
5959	2	4589	19	80
5960	3	4589	9	700
5961	1	4590	11	40
5962	2	4590	13	130
5963	3	4590	6	141
5964	4	4590	12	30
5965	5	4590	7	180
5966	6	4590	11	40
5967	1	4591	11	40
5968	2	4591	13	90
5969	1	4592	9	210
5970	2	4592	7	180
5971	1	4593	25	86
5972	2	4593	11	40
5973	1	4594	9	210
5974	2	4594	7	180
5975	3	4594	11	40
5976	4	4594	13	130
5977	5	4594	13	180
5978	6	4594	6	236
5979	7	4594	16	107
5980	8	4594	23	80
5981	1	4595	7	180
5982	2	4595	12	20
5983	3	4595	11	40
5984	1	4596	11	40
5985	2	4596	25	83
5986	1	4597	7	180
5987	2	4597	9	210
5988	1	4598	11	80
5989	2	4598	23	80
5990	3	4598	13	180
5991	4	4598	13	130
5992	5	4598	8	100
5993	1	4599	9	400
5994	1	4600	7	180
5995	2	4600	9	210
5996	3	4600	25	84
5997	4	4600	11	40
5998	5	4600	19	80
5999	1	4601	13	130
6000	2	4601	11	40
6001	3	4601	16	61
6002	4	4601	8	100
6003	5	4601	6	179
6004	6	4601	11	40
6005	7	4601	7	180
6006	8	4601	12	20
6007	9	4601	25	83
6008	10	4601	11	40
6009	1	4602	11	80
6010	2	4602	23	80
6011	3	4602	13	180
6012	4	4602	8	100
6013	5	4602	13	130
6014	1	4603	7	180
6015	2	4603	9	210
6016	1	4604	9	400
6017	1	4605	7	180
6018	2	4605	9	210
6019	3	4605	25	109
6020	4	4605	8	100
6021	5	4605	6	143
6022	6	4605	11	20
6023	7	4605	16	71
6024	8	4605	7	180
6025	9	4605	12	25
6026	1	4606	25	79
6027	1	4607	11	40
6036	1	4611	9	210
6037	2	4611	13	180
6038	3	4611	13	130
6039	4	4611	12	100
6040	1	4612	9	400
6041	1	4613	9	210
6042	2	4613	19	80
6043	1	4614	13	130
6044	2	4614	11	40
6045	3	4614	16	115
6046	4	4614	7	180
6047	5	4614	11	40
6048	6	4614	25	56
6049	7	4614	11	40
6050	1	4615	7	180
6051	2	4615	9	105
6052	1	4616	11	40
6053	2	4616	13	180
6054	3	4616	12	100
6055	4	4616	7	140
6056	5	4616	9	120
6057	6	4616	25	82
6058	7	4616	11	40
6059	1	4617	11	40
6060	2	4617	23	40
6061	3	4617	7	180
6062	4	4617	9	210
6063	5	4617	11	40
6064	1	4618	6	237
6065	2	4618	25	98
6066	3	4618	7	180
6067	4	4618	12	20
6068	5	4618	11	40
6069	6	4618	8	100
6078	1	4620	7	180
6079	2	4620	9	105
6080	1	4621	13	180
6081	2	4621	11	40
6082	3	4621	23	80
6083	4	4621	9	400
6084	5	4621	12	100
6085	1	4622	13	130
6086	2	4622	11	40
6087	1	4623	11	40
6088	2	4623	13	130
6089	3	4623	6	161
6090	4	4623	12	20
6091	1	4624	7	180
6092	2	4624	16	89
6093	3	4624	11	40
6094	4	4624	25	80
6095	1	4625	11	40
6096	2	4625	19	80
6097	1	4626	9	105
6098	2	4626	7	180
6099	1	4627	11	40
6100	2	4627	13	180
6101	3	4627	23	40
6102	4	4627	12	100
6103	5	4627	11	40
6104	6	4627	9	400
6105	7	4627	13	130
6106	1	4628	7	180
6107	2	4628	9	210
6108	3	4628	11	40
6109	4	4628	6	155
6110	5	4628	16	106
6111	1	4629	25	84
6112	2	4629	12	20
6113	3	4629	11	40
6114	4	4629	7	120
6115	5	4629	19	80
6116	6	4629	11	40
6117	7	4629	13	180
6118	1	4630	8	100
6119	2	4630	11	40
6120	1	4631	7	120
6121	2	4631	11	40
6122	3	4631	13	180
6123	1	4632	7	120
6124	2	4632	9	210
6125	3	4632	11	40
6126	4	4632	25	88
6127	5	4632	11	40
6128	6	4632	13	130
6129	1	4633	6	137
6130	2	4633	12	20
6131	3	4633	12	100
6132	4	4633	11	40
6133	1	4634	6	210
6134	2	4634	16	106
6135	3	4634	7	120
6136	4	4634	25	107
6137	5	4634	12	25
6138	1	4635	8	100
6139	2	4635	11	80
6140	1	4636	7	120
6141	1	4637	11	120
6142	2	4637	13	180
6143	3	4637	12	100
6144	1	4638	9	210
6145	1	4639	9	190
6146	1	4640	7	120
6147	2	4640	9	210
6148	3	4640	11	40
6149	1	4641	11	40
6150	2	4641	13	130
6151	3	4641	6	210
6152	4	4641	16	106
6153	1	4642	7	125
6154	2	4642	12	20
6155	1	4643	11	40
6156	2	4643	8	100
6157	3	4643	25	83
6158	1	4644	7	120
6159	2	4644	9	105
6160	3	4644	13	180
6161	4	4644	11	40
6162	1	4646	9	400
6163	2	4646	11	40
6164	3	4646	23	60
6165	4	4646	8	100
6166	5	4646	12	100
6167	1	4647	13	130
6168	2	4647	7	120
6169	3	4647	9	210
6170	1	4648	11	40
6171	2	4648	8	100
6172	3	4648	25	69
6173	1	4649	7	120
6174	2	4649	11	40
6175	3	4649	8	100
6176	4	4649	25	83
6177	5	4649	11	40
6178	6	4649	8	100
6179	1	4650	7	120
6180	2	4650	25	82
6181	3	4650	11	40
6182	4	4650	9	210
6183	1	4651	7	140
6184	2	4651	9	120
6185	1	4652	11	40
6186	2	4652	25	70
6187	3	4652	14	120
6188	4	4652	11	40
6189	5	4652	25	110
6190	6	4652	14	120
6191	1	4653	6	240
6192	2	4653	14	100
6193	3	4653	11	40
6194	1	4657	11	40
6195	2	4657	6	128
6196	3	4657	11	112
6197	1	4658	7	120
6198	2	4658	12	25
6199	1	4659	11	40
6200	2	4659	8	100
6201	1	4660	7	120
6202	2	4660	11	40
6203	1	4661	13	180
6204	2	4661	9	120
6205	3	4661	6	180
6206	4	4661	8	100
6207	5	4661	25	81
6208	6	4661	11	40
6209	1	4662	12	140
6210	2	4662	13	130
6211	3	4662	11	40
6212	4	4662	7	120
6213	5	4662	9	210
6214	6	4662	16	72
6215	7	4662	6	120
6216	8	4662	12	25
6217	1	4663	8	100
6218	2	4663	11	40
6219	1	4664	7	120
6220	1	4665	13	180
6221	2	4665	11	40
6222	3	4665	9	400
6223	4	4665	12	140
6224	5	4665	11	40
6225	6	4665	13	249
6226	1	4666	7	120
6227	2	4666	9	210
6228	3	4666	11	40
6229	4	4666	25	96
6230	1	4667	11	40
6231	2	4667	6	191
6232	3	4667	16	76
6233	4	4667	16	150
6234	5	4667	7	120
6235	6	4667	12	20
6236	1	4668	11	40
6237	2	4668	8	100
6238	3	4668	25	91
6239	1	4669	7	120
6240	2	4669	13	180
6241	3	4669	11	40
6242	4	4669	9	400
6243	5	4669	23	40
6244	6	4669	8	100
6245	7	4669	12	140
6246	8	4669	13	130
6247	9	4669	11	40
6248	1	4670	25	110
6249	2	4670	11	40
6250	3	4670	9	60
6251	4	4670	26	90
6252	5	4670	9	210
6253	6	4670	7	120
6254	7	4670	19	80
6255	8	4670	11	40
6256	1	4673	9	140
6257	2	4673	6	135
6258	3	4673	26	48
6259	4	4673	13	180
6260	5	4673	27	83
6261	6	4673	11	40
6262	7	4673	7	120
6263	8	4673	12	20
6264	9	4673	11	40
6265	10	4673	8	100
6266	11	4673	25	80
6267	1	4674	8	100
6268	2	4674	11	40
6269	1	4675	7	120
6270	2	4675	13	180
6271	3	4675	11	40
6272	1	4676	11	40
6273	2	4676	6	158
6274	3	4676	16	108
6275	4	4676	11	40
6276	1	4677	7	120
6277	2	4677	9	210
6278	3	4677	9	60
6279	4	4677	26	48
6280	5	4677	7	120
6281	6	4677	25	92
6282	7	4677	12	25
6283	1	4678	8	100
6284	2	4678	11	40
6285	1	4679	8	100
6286	2	4679	19	80
6287	1	4680	7	120
6288	1	4681	11	40
6289	2	4681	13	180
6290	3	4681	23	40
6291	4	4681	12	140
6292	5	4681	13	130
6293	1	4682	11	40
6294	2	4682	9	60
6295	3	4682	26	48
6296	4	4682	25	107
6297	1	4683	11	40
6298	2	4683	16	57
6299	3	4683	6	225
6300	1	4684	9	400
6301	1	4685	7	120
6302	2	4685	9	210
6303	3	4685	23	40
6304	4	4685	12	25
6305	1	4686	11	80
6306	2	4686	25	70
6307	3	4686	8	100
6308	1	4687	7	120
6309	1	4688	11	40
6310	2	4688	13	180
6311	3	4688	23	40
6312	4	4688	9	400
6313	5	4688	13	130
6314	1	4689	9	210
6315	2	4689	7	120
6316	3	4689	11	40
6317	4	4689	11	40
6318	5	4689	6	137
6319	6	4689	25	80
6320	7	4689	16	105
6321	8	4689	11	40
6322	1	4690	7	120
6323	2	4690	12	25
6324	3	4690	8	100
6334	1	4692	7	130
6335	2	4692	9	210
6336	3	4692	11	40
6337	1	4693	6	240
6338	2	4693	9	400
6339	3	4693	12	35
6340	4	4693	16	150
6341	5	4693	9	130
6342	6	4693	23	80
6343	1	4694	6	177
6344	2	4694	9	120
6345	3	4694	8	100
6346	4	4694	26	90
6347	5	4694	11	40
6348	6	4694	13	180
6349	7	4694	19	80
6350	8	4694	7	120
6351	9	4694	12	20
6352	10	4694	11	40
6353	1	4695	8	100
6354	2	4695	11	40
6355	3	4695	25	80
6356	1	4696	7	120
6357	2	4696	11	40
6358	3	4696	9	400
6359	4	4696	13	180
6360	5	4696	12	140
6361	1	4697	8	100
6362	2	4697	11	40
6363	3	4697	9	60
6364	4	4697	26	72
6365	1	4698	6	242
6366	2	4698	11	40
6367	3	4698	16	107
6368	4	4698	19	80
6369	5	4698	25	90
6370	6	4698	7	120
6371	7	4698	12	20
6372	8	4698	11	40
6373	9	4698	8	100
6374	1	4699	11	80
6375	2	4699	8	100
6376	3	4699	25	83
6377	1	4700	7	120
6378	1	4701	13	180
6379	2	4701	11	40
6380	3	4701	9	400
6381	4	4701	8	100
6382	5	4701	13	130
6383	6	4701	11	40
6384	7	4701	12	140
6385	1	4702	6	161
6386	2	4702	16	117
6387	3	4702	25	96
6388	1	4703	9	210
6389	2	4703	11	40
6390	3	4703	7	120
6391	4	4703	9	120
6392	5	4703	26	95
6393	6	4703	19	80
6394	7	4703	11	40
6395	8	4703	8	100
6396	9	4703	13	180
6397	1	4704	11	40
6398	2	4704	25	67
6399	1	4705	7	120
6400	2	4705	11	40
6401	3	4705	13	180
6402	4	4705	9	120
6403	5	4705	26	78
6404	6	4705	11	40
6405	7	4705	8	100
6406	1	4706	11	40
6407	2	4706	7	120
6408	3	4706	9	210
6409	1	4707	6	206
6410	2	4707	16	117
6411	3	4707	11	40
6412	4	4707	7	120
6413	5	4707	12	20
6414	6	4707	8	100
6415	1	4708	11	40
6416	2	4708	25	90
6417	3	4708	11	40
6418	1	4709	7	120
6419	1	4710	13	180
6420	2	4710	11	40
6421	3	4710	23	40
6422	4	4710	9	400
6423	5	4710	11	40
6424	6	4710	12	140
6425	7	4710	13	130
6426	1	4711	9	120
6427	2	4711	26	84
6428	3	4711	11	40
6429	4	4711	23	40
6430	5	4711	25	96
6431	1	4712	11	40
6432	2	4712	16	108
6433	3	4712	6	206
6434	4	4712	19	80
6435	5	4712	11	40
6436	6	4712	7	120
6437	7	4712	12	20
6438	8	4712	8	100
6439	9	4712	25	91
6440	10	4712	9	120
6441	11	4712	26	90
6442	12	4712	13	180
6443	1	4713	11	40
6444	2	4713	8	100
6445	3	4713	19	80
6446	1	4714	7	120
6447	1	4715	13	180
6448	2	4715	11	40
6449	3	4715	8	100
6450	4	4715	23	40
6451	5	4715	9	400
6452	6	4715	11	40
6453	1	4716	7	120
6454	2	4716	9	210
6455	3	4716	11	40
6456	1	4717	11	40
6457	2	4717	13	130
6458	3	4717	6	161
6459	4	4717	16	120
6460	5	4717	9	120
6461	6	4717	26	90
6462	7	4717	7	120
6463	8	4717	12	20
